# iter  max_residual  sin_angle  delta_norm  eq5_lhs  eq5_rhs  eq5_angle  eq5_ok
37  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
38  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
39  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
40  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
41  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
42  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
43  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
44  6.36997570e-04  2.51796647e-05  7.92359682e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
45  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
46  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
47  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
48  6.36997570e-04  2.51796647e-05  7.92359682e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
49  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
50  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
51  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
52  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
53  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
54  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
55  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
56  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
57  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
58  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
59  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
60  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
61  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
62  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
63  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
64  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
65  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
66  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
67  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
68  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
69  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
70  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
71  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
72  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
73  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
74  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
75  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
76  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
77  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
78  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
79  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
80  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
81  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
82  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
83  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
84  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
85  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
86  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
87  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
88  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
89  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
90  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
91  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
92  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
93  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
94  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
95  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
96  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
97  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
98  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
99  6.36997570e-04  2.51796647e-05  7.92359682e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
100  6.36997570e-04  2.51796647e-05  7.92359683e-06  3.54009995e-02  3.14690304e-01  2.51796647e-05  0
