# iter  max_residual  sin_angle  delta_norm  eq5_lhs  eq5_rhs  eq5_angle  eq5_ok
45  1.42769379e-01  2.89350012e-03  8.30102341e-04  3.54009995e-02  2.72708472e-01  2.89350012e-03  0
46  1.24529326e-01  2.78084040e-03  8.30088032e-04  3.54009995e-02  2.87710339e-01  2.78084040e-03  0
47  1.09947790e-01  2.70235727e-03  8.30079138e-04  3.54009995e-02  2.99329464e-01  2.70235727e-03  0
48  9.84414768e-02  2.64801878e-03  8.30073836e-04  3.54009995e-02  3.07996655e-01  2.64801878e-03  0
49  8.94931975e-02  2.61046278e-03  8.30070891e-04  3.54009995e-02  3.14298731e-01  2.61046278e-03  0
50  8.26407988e-02  2.58448893e-03  8.30069471e-04  3.54009995e-02  3.18807971e-01  2.58448893e-03  0
51  7.74734042e-02  2.56649654e-03  8.30069013e-04  3.54009995e-02  3.22003439e-01  2.56649654e-03  0
52  7.36324058e-02  2.55401177e-03  8.30069142e-04  3.54009995e-02  3.24255072e-01  2.55401177e-03  0
53  7.08135139e-02  2.54533656e-03  8.30069610e-04  3.54009995e-02  3.25836253e-01  2.54533656e-03  0
54  6.87668035e-02  2.53930273e-03  8.30070254e-04  3.54009995e-02  3.26944218e-01  2.53930273e-03  0
55  6.72935094e-02  2.53510402e-03  8.30070971e-04  3.54009995e-02  3.27719405e-01  2.53510402e-03  0
56  6.62400439e-02  2.53218222e-03  8.30071696e-04  3.54009995e-02  3.28261094e-01  2.53218222e-03  0
57  6.54905455e-02  2.53014977e-03  8.30072390e-04  3.54009995e-02  3.28639182e-01  2.53014977e-03  0
58  6.49592621e-02  2.52873709e-03  8.30073033e-04  3.54009995e-02  3.28902763e-01  2.52873709e-03  0
59  6.45836453e-02  2.52775637e-03  8.30073615e-04  3.54009995e-02  3.29086271e-01  2.52775637e-03  0
60  6.43185657e-02  2.52707664e-03  8.30074132e-04  3.54009995e-02  3.29213833e-01  2.52707664e-03  0
61  6.41317196e-02  2.52660652e-03  8.30074587e-04  3.54009995e-02  3.29302342e-01  2.52660652e-03  0
62  6.40001163e-02  2.52628225e-03  8.30074983e-04  3.54009995e-02  3.29363617e-01  2.52628225e-03  0
63  6.39074597e-02  2.52605935e-03  8.30075325e-04  3.54009995e-02  3.29405922e-01  2.52605935e-03  0
64  6.38422323e-02  2.52590677e-03  8.30075619e-04  3.54009995e-02  3.29435033e-01  2.52590677e-03  0
65  6.37963099e-02  2.52580290e-03  8.30075870e-04  3.54009995e-02  3.29454982e-01  2.52580290e-03  0
66  6.37639699e-02  2.52573266e-03  8.30076085e-04  3.54009995e-02  3.29468582e-01  2.52573266e-03  0
67  6.37411846e-02  2.52568559e-03  8.30076267e-04  3.54009995e-02  3.29477793e-01  2.52568559e-03  0
68  6.37251214e-02  2.52565441e-03  8.30076421e-04  3.54009995e-02  3.29483979e-01  2.52565441e-03  0
69  6.37137881e-02  2.52563407e-03  8.30076551e-04  3.54009995e-02  3.29488089e-01  2.52563407e-03  0
70  6.37057844e-02  2.52562108e-03  8.30076662e-04  3.54009995e-02  3.29490780e-01  2.52562108e-03  0
71  6.37001254e-02  2.52561304e-03  8.30076754e-04  3.54009995e-02  3.29492507e-01  2.52561304e-03  0
72  6.36961189e-02  2.52560831e-03  8.30076833e-04  3.54009995e-02  3.29493583e-01  2.52560831e-03  0
73  6.36932776e-02  2.52560573e-03  8.30076899e-04  3.54009995e-02  3.29494226e-01  2.52560573e-03  0
74  6.36912589e-02  2.52560456e-03  8.30076954e-04  3.54009995e-02  3.29494583e-01  2.52560456e-03  0
75  6.36898215e-02  2.52560426e-03  8.30077000e-04  3.54009995e-02  3.29494755e-01  2.52560426e-03  0
76  6.36887953e-02  2.52560449e-03  8.30077040e-04  3.54009995e-02  3.29494809e-01  2.52560449e-03  0
77  6.36880606e-02  2.52560502e-03  8.30077072e-04  3.54009995e-02  3.29494792e-01  2.52560502e-03  0
78  6.36875329e-02  2.52560570e-03  8.30077100e-04  3.54009995e-02  3.29494734e-01  2.52560570e-03  0
79  6.36871523e-02  2.52560644e-03  8.30077123e-04  3.54009995e-02  3.29494654e-01  2.52560644e-03  0
80  6.36868767e-02  2.52560717e-03  8.30077142e-04  3.54009995e-02  3.29494566e-01  2.52560717e-03  0
81  6.36866762e-02  2.52560786e-03  8.30077159e-04  3.54009995e-02  3.29494477e-01  2.52560786e-03  0
82  6.36865295e-02  2.52560850e-03  8.30077172e-04  3.54009995e-02  3.29494392e-01  2.52560850e-03  0
83  6.36864216e-02  2.52560908e-03  8.30077184e-04  3.54009995e-02  3.29494314e-01  2.52560908e-03  0
84  6.36863417e-02  2.52560959e-03  8.30077193e-04  3.54009995e-02  3.29494242e-01  2.52560959e-03  0
85  6.36862821e-02  2.52561004e-03  8.30077201e-04  3.54009995e-02  3.29494179e-01  2.52561004e-03  0
86  6.36862374e-02  2.52561042e-03  8.30077208e-04  3.54009995e-02  3.29494124e-01  2.52561042e-03  0
87  6.36862036e-02  2.52561076e-03  8.30077214e-04  3.54009995e-02  3.29494076e-01  2.52561076e-03  0
88  6.36861778e-02  2.52561105e-03  8.30077218e-04  3.54009995e-02  3.29494034e-01  2.52561105e-03  0
89  6.36861580e-02  2.52561129e-03  8.30077222e-04  3.54009995e-02  3.29493998e-01  2.52561129e-03  0
90  6.36861427e-02  2.52561150e-03  8.30077225e-04  3.54009995e-02  3.29493968e-01  2.52561150e-03  0
91  6.36861308e-02  2.52561168e-03  8.30077228e-04  3.54009995e-02  3.29493941e-01  2.52561168e-03  0
92  6.36861214e-02  2.52561183e-03  8.30077231e-04  3.54009995e-02  3.29493919e-01  2.52561183e-03  0
93  6.36861140e-02  2.52561195e-03  8.30077233e-04  3.54009995e-02  3.29493901e-01  2.52561195e-03  0
94  6.36861081e-02  2.52561206e-03  8.30077234e-04  3.54009995e-02  3.29493885e-01  2.52561206e-03  0
95  6.36861034e-02  2.52561215e-03  8.30077236e-04  3.54009995e-02  3.29493871e-01  2.52561215e-03  0
96  6.36860996e-02  2.52561223e-03  8.30077237e-04  3.54009995e-02  3.29493860e-01  2.52561223e-03  0
97  6.36860965e-02  2.52561229e-03  8.30077238e-04  3.54009995e-02  3.29493851e-01  2.52561229e-03  0
98  6.36860940e-02  2.52561234e-03  8.30077238e-04  3.54009995e-02  3.29493843e-01  2.52561234e-03  0
99  6.36860920e-02  2.52561239e-03  8.30077239e-04  3.54009995e-02  3.29493836e-01  2.52561239e-03  0
100  6.36860903e-02  2.52561243e-03  8.30077240e-04  3.54009995e-02  3.29493830e-01  2.52561243e-03  0
