1	1.949598096908683686e+00	9.857444515993277756e-01	6.710947386752831312e-01	5.148950660398052825e-01	4.193333694608589179e-01	3.560914063871321034e-01
2	3.813912533168543062e-01	1.834741330046778807e-01	8.898907910811341970e-02	7.447995165977830401e-02	1.910499989448898872e-01	5.883644568480924653e-01
3	1.710064411379384475e-01	2.921285168994097736e-02	1.634836786137569900e-02	1.278838979068627410e-02	1.191233142622598329e-02	1.164394764647859806e-02
4	6.650524785920156057e-02	1.349439525872684134e-02	7.536807388237597854e-03	4.274034075226805160e-03	3.964270051368589710e-03	1.281271958658575585e-02
5	2.721000864842519282e-02	8.296683193838026368e-03	3.180563409181027569e-03	1.724077361296119616e-03	1.229559326399696628e-03	2.315921126218440165e-02
6	1.919463295470848901e-02	4.878271814627983122e-03	1.649594901204402657e-03	6.328145145506517506e-04	3.061288716469742917e-04	3.307854634514770633e-04
7	1.441554289544072151e-02	2.878850555827437100e-03	8.248610676756308081e-04	1.931372950299806070e-04	7.555394157082331679e-05	1.134741463758767374e-03
8	1.177362919809988098e-02	2.118167151648048512e-03	3.632216472438413654e-04	5.556847648448778491e-05	2.431982005871808763e-05	1.055602750757314492e-03
9	9.733039899675589857e-03	1.444422168281648058e-03	1.568183344500750042e-04	1.546863663617792682e-05	4.031148188709199650e-06	8.254996587471605243e-06
10	8.327825042554923632e-03	9.971733976466945048e-04	6.775139216780966939e-05	4.191410844660825631e-06	1.914014186016362786e-06	4.495177206002641507e-05
11	7.199286750495092341e-03	6.519548440706392830e-04	2.893719485933331402e-05	1.113871727768375852e-06	4.583399670110661143e-07	6.174121068434168419e-07
12	6.001935365281107354e-03	4.123762546558686006e-04	1.219397017045535523e-05	2.917755267938034441e-07	1.504991442887328814e-07	2.014581013350538020e-06
13	4.959706776925244982e-03	2.571146875957839857e-04	5.130771820019536731e-06	7.201609199603903969e-08	3.177916157903291843e-08	5.655899355623660848e-06
14	4.108493972868223869e-03	1.643780407670688019e-04	2.141838337623747885e-06	1.836240701033674005e-08	1.202465478103706738e-08	2.667819250506191444e-08
15	3.362647217023357910e-03	1.052210786148116966e-04	8.891298927115364750e-07	4.696024327771263725e-09	3.549411516836366061e-09	1.763287697482132655e-07
16	3.006211654947376667e-03	6.711375469254640463e-05	3.670807916967517657e-07	NaN	NaN	1.074336457563364746e-09
17	2.743040397788908125e-03	4.269468013934921364e-05	1.501327282538612844e-07	NaN	NaN	NaN
