1	7.838762290101667363e-01	4.271760496657820982e-01	2.946544765159238577e-01	2.268201591869856981e-01	1.842740409948076252e-01	1.554440323424920722e-01
2	2.054309593753599894e-01	8.266043402442646570e-02	4.984350509258014816e-02	3.601298074253303505e-02	2.887564393902865290e-02	2.556599196600768675e-02
3	9.692060081488866607e-02	3.416097358782466120e-02	2.093414771045784203e-02	1.599545439254635576e-02	1.141833459578849366e-02	8.855844602031969284e-03
4	6.106301393388752913e-02	2.066309356018021168e-02	1.123960657511221400e-02	5.710074069108420254e-03	3.497732613053664615e-03	2.085346981634757062e-03
5	4.283725713134272500e-02	1.490324133337622182e-02	4.679237731549027238e-03	1.762842616637741227e-03	7.653371251751352796e-04	3.524515877722073608e-04
6	3.423069454835116210e-02	8.997824724688680345e-03	2.019978116143599910e-03	5.617899767985348909e-04	1.789429775653090789e-04	5.759390827381325915e-05
7	2.862740346771492500e-02	5.322641397753089497e-03	9.019216465070056723e-04	1.846963865272565264e-04	4.007973589356187403e-05	8.492543030136283396e-06
8	2.504511198054779064e-02	3.296982098671301115e-03	4.215544533730160867e-04	6.016691699469213381e-05	8.431485086152570941e-06	1.223276209284794915e-06
9	2.196238817673336688e-02	2.088286719898645432e-03	1.974880342086688062e-04	1.852475463000982815e-05	1.801703733148218625e-06	1.676428180068468743e-07
10	2.025166304666732239e-02	1.340443416382758324e-03	9.295808189493968228e-05	5.844054638921911155e-06	3.709254760929644607e-07	2.233015250016689800e-08
11	1.789638884641287647e-02	8.691371546314780559e-04	4.346458406423647840e-05	1.836409127094151392e-06	7.491736527577810761e-08	2.916980983831813079e-09
12	1.568488094782986841e-02	5.791491665909203604e-04	1.984883087565029842e-05	5.679204103090245365e-07	1.492709227421186014e-08	NaN
13	1.316221759711277105e-02	3.870721802093985884e-04	9.001573820867296341e-06	1.740910417251526454e-07	2.942794012671794004e-09	NaN
14	1.107234651951649607e-02	2.515709710715045172e-04	4.212033007490815418e-06	5.299823585149212041e-08	NaN	NaN
15	9.203776280322822564e-03	1.727416943865837603e-04	1.950805180221154554e-06	1.605161862445824303e-08	NaN	NaN
16	7.956161006460694615e-03	1.160467250306027953e-04	9.000145572779866152e-07	4.839505510903772601e-09	NaN	NaN
17	6.787209678290300439e-03	7.778518542419821406e-05	4.141390909358688189e-07	NaN	NaN	NaN
18	5.867309527172620033e-03	5.211056616368565686e-05	1.902206851662475159e-07	NaN	NaN	NaN
19	5.021156693322715789e-03	3.486230846228789753e-05	8.724625603914029539e-08	NaN	NaN	NaN
20	4.363839946972168649e-03	2.318723586493215571e-05	3.995544557796554220e-08	NaN	NaN	NaN
21	3.758967736862771532e-03	1.518455755595360297e-05	1.827263490719276754e-08	NaN	NaN	NaN
22	3.283382189730264106e-03	9.997355493247421293e-06	8.344999344717876308e-09	NaN	NaN	NaN
23	2.842544580104155918e-03	6.761948243285306309e-06	NaN	NaN	NaN	NaN
24	2.491532469802268130e-03	4.545915680000235566e-06	NaN	NaN	NaN	NaN
25	2.165060654868784535e-03	3.048541071553136364e-06	NaN	NaN	NaN	NaN
26	1.902651749055008119e-03	2.042029434372466155e-06	NaN	NaN	NaN	NaN
27	1.658551781752481188e-03	1.367053521278859621e-06	NaN	NaN	NaN	NaN
28	1.460877090768779394e-03	9.149682300268419231e-07	NaN	NaN	NaN	NaN
29	1.277146893070030308e-03	6.122845034598447144e-07	NaN	NaN	NaN	NaN
30	1.131937725558230211e-03	4.096917334567127514e-07	NaN	NaN	NaN	NaN
31	9.983500694609904070e-04	2.740791844668384314e-07	NaN	NaN	NaN	NaN
32	8.890416515033130237e-04	1.833701860950756565e-07	NaN	NaN	NaN	NaN
33	7.853478096395844757e-04	1.226535880904106775e-07	NaN	NaN	NaN	NaN
34	6.999160287252352694e-04	8.204737727485899961e-08	NaN	NaN	NaN	NaN
35	6.190292914744101446e-04	5.487357359217356309e-08	NaN	NaN	NaN	NaN
36	5.519735796814954952e-04	3.669658457580561319e-08	NaN	NaN	NaN	NaN
37	4.886098640063486548e-04	2.454031955318527252e-08	NaN	NaN	NaN	NaN
38	4.357422251668459194e-04	1.640984390263726114e-08	NaN	NaN	NaN	NaN
39	3.857856749233556817e-04	1.097070127905555380e-08	NaN	NaN	NaN	NaN
40	3.434870034091093796e-04	7.335409060627863539e-09	NaN	NaN	NaN	NaN
41	3.023583969198105170e-04	NaN	NaN	NaN	NaN	NaN
42	2.644605277495189438e-04	NaN	NaN	NaN	NaN	NaN
43	2.376904935273208268e-04	NaN	NaN	NaN	NaN	NaN
44	2.139739728264534601e-04	NaN	NaN	NaN	NaN	NaN
45	1.905519387168326854e-04	NaN	NaN	NaN	NaN	NaN
46	1.703853119795054375e-04	NaN	NaN	NaN	NaN	NaN
47	1.514235595900430352e-04	NaN	NaN	NaN	NaN	NaN
48	1.352605384542513226e-04	NaN	NaN	NaN	NaN	NaN
49	1.201898415918238290e-04	NaN	NaN	NaN	NaN	NaN
50	1.073344487807169876e-04	NaN	NaN	NaN	NaN	NaN
51	9.539249741941045464e-05	NaN	NaN	NaN	NaN	NaN
52	8.518216944641987954e-05	NaN	NaN	NaN	NaN	NaN
53	7.572251298359051986e-05	NaN	NaN	NaN	NaN	NaN
54	6.761404591950445251e-05	NaN	NaN	NaN	NaN	NaN
55	6.011836443144592693e-05	NaN	NaN	NaN	NaN	NaN
56	5.367634164121537791e-05	NaN	NaN	NaN	NaN	NaN
57	4.773177735702770734e-05	NaN	NaN	NaN	NaN	NaN
58	4.260872526212889337e-05	NaN	NaN	NaN	NaN	NaN
59	3.788624306480714219e-05	NaN	NaN	NaN	NaN	NaN
60	3.380200788888154353e-05	NaN	NaN	NaN	NaN	NaN
61	3.003723807938964523e-05	NaN	NaN	NaN	NaN	NaN
62	2.676432921796361361e-05	NaN	NaN	NaN	NaN	NaN
63	2.374272596344655065e-05	NaN	NaN	NaN	NaN	NaN
64	2.110233742134367903e-05	NaN	NaN	NaN	NaN	NaN
65	1.866912889803886284e-05	NaN	NaN	NaN	NaN	NaN
66	1.655128041253305893e-05	NaN	NaN	NaN	NaN	NaN
67	1.462477073441893494e-05	NaN	NaN	NaN	NaN	NaN
68	1.296885209713914360e-05	NaN	NaN	NaN	NaN	NaN
69	1.150171091346130390e-05	NaN	NaN	NaN	NaN	NaN
70	1.032358702003666770e-05	NaN	NaN	NaN	NaN	NaN
71	9.226473387590189486e-06	NaN	NaN	NaN	NaN	NaN
72	8.265792843111121509e-06	NaN	NaN	NaN	NaN	NaN
73	7.377652422535074202e-06	NaN	NaN	NaN	NaN	NaN
74	6.601905680142842485e-06	NaN	NaN	NaN	NaN	NaN
75	5.888265995486769097e-06	NaN	NaN	NaN	NaN	NaN
76	5.265681729074273293e-06	NaN	NaN	NaN	NaN	NaN
77	4.694800583203381534e-06	NaN	NaN	NaN	NaN	NaN
78	4.196855466519792381e-06	NaN	NaN	NaN	NaN	NaN
79	3.741229034443652922e-06	NaN	NaN	NaN	NaN	NaN
80	3.343715780267040608e-06	NaN	NaN	NaN	NaN	NaN
81	2.980587969486250461e-06	NaN	NaN	NaN	NaN	NaN
82	2.663577771704439338e-06	NaN	NaN	NaN	NaN	NaN
83	2.374347583876754271e-06	NaN	NaN	NaN	NaN	NaN
84	2.121692193230957406e-06	NaN	NaN	NaN	NaN	NaN
85	1.891381644376541847e-06	NaN	NaN	NaN	NaN	NaN
86	1.690083566547585435e-06	NaN	NaN	NaN	NaN	NaN
87	1.506733007379738101e-06	NaN	NaN	NaN	NaN	NaN
88	1.346363416098136599e-06	NaN	NaN	NaN	NaN	NaN
89	1.200396203258432366e-06	NaN	NaN	NaN	NaN	NaN
90	1.072649802255651838e-06	NaN	NaN	NaN	NaN	NaN
91	9.564322993800738713e-07	NaN	NaN	NaN	NaN	NaN
92	8.546549848210333971e-07	NaN	NaN	NaN	NaN	NaN
93	7.621195885587054587e-07	NaN	NaN	NaN	NaN	NaN
94	6.810425079933598518e-07	NaN	NaN	NaN	NaN	NaN
95	6.073550942729355602e-07	NaN	NaN	NaN	NaN	NaN
96	5.427568142976948722e-07	NaN	NaN	NaN	NaN	NaN
97	4.840670264783126011e-07	NaN	NaN	NaN	NaN	NaN
98	4.325881387511522122e-07	NaN	NaN	NaN	NaN	NaN
99	3.858399447613150937e-07	NaN	NaN	NaN	NaN	NaN
100	3.448127678182564393e-07	NaN	NaN	NaN	NaN	NaN
