1	4.442491082397556079e-01	2.481632425023279909e-01	1.725849525423238662e-01	1.322579750266208998e-01	1.073048219704412082e-01	9.011575719355031933e-02
2	1.377995175338634914e-01	5.353797503431472621e-02	3.286892725636109125e-02	2.475770521195376495e-02	2.057702086873070338e-02	1.805223498955987882e-02
3	6.447945068948944536e-02	2.491684695430704255e-02	1.734298627302407678e-02	9.306427127095489443e-03	3.715606908508502140e-03	1.687359774389108648e-03
4	3.804094766850375092e-02	1.766210972186596853e-02	5.177025732257232310e-03	1.427184210684718764e-03	4.377728376151392587e-04	1.306933876376094067e-04
5	2.879145223397253095e-02	9.784485207719403194e-03	1.470703080421093467e-03	2.793171402208144611e-04	5.205473440134783368e-05	2.040926564814835983e-05
6	2.421309453777381604e-02	4.144804456279778913e-03	4.736662225492951558e-04	5.464658931422776585e-05	1.281844375538266107e-05	3.099291865283850213e-06
7	2.127022186183571625e-02	2.045943760746427378e-03	1.565156432543939524e-04	1.327393923734895217e-05	1.493383624205640184e-06	8.407616325860776174e-08
8	1.929549665050440954e-02	1.078147289399588715e-03	5.139982098284317776e-05	4.253627592897637614e-06	8.622462818518858016e-08	3.346972055610016157e-09
9	1.749328787011938599e-02	5.779081539208606733e-04	1.646893037985505537e-05	4.674477510095480876e-07	6.569965055426616544e-09	NaN
10	1.474468409230753584e-02	3.148255824097189988e-04	7.607334830837255141e-06	6.686400551027186514e-08	NaN	NaN
11	1.126172454066619311e-02	1.720797905536665059e-04	1.930457589273346616e-06	1.114414837994688844e-08	NaN	NaN
12	8.233121990451237882e-03	9.415665058516008319e-05	5.483909618834548819e-07	1.972896669466639663e-09	NaN	NaN
13	6.332464177963327556e-03	5.147857369768485511e-05	1.744580716194660637e-07	NaN	NaN	NaN
14	4.936081743881043718e-03	2.791990797855575362e-05	5.528941556025571834e-08	NaN	NaN	NaN
15	3.898413638052064620e-03	1.512652045130203046e-05	1.746612004050532819e-08	NaN	NaN	NaN
16	3.122111144929733476e-03	8.273000587327668703e-06	5.502492721622686627e-09	NaN	NaN	NaN
17	2.529737997277489974e-03	4.511620903071691435e-06	NaN	NaN	NaN	NaN
18	2.067125865501317702e-03	2.457963900006015556e-06	NaN	NaN	NaN	NaN
19	1.693950937432437288e-03	1.338087617392892869e-06	NaN	NaN	NaN	NaN
20	1.392935714847797152e-03	7.278600153493661065e-07	NaN	NaN	NaN	NaN
21	1.146456860484640263e-03	3.956125383764118880e-07	NaN	NaN	NaN	NaN
22	9.455657864033714492e-04	2.148717088340431870e-07	NaN	NaN	NaN	NaN
23	7.831778757162392423e-04	1.166262124904854954e-07	NaN	NaN	NaN	NaN
24	6.503368123448588630e-04	6.326289435309812624e-08	NaN	NaN	NaN	NaN
25	5.402988610841027127e-04	3.429694465378516100e-08	NaN	NaN	NaN	NaN
26	4.495914626615002017e-04	1.858400436593128030e-08	NaN	NaN	NaN	NaN
27	3.741972239226416547e-04	1.006501504687179827e-08	NaN	NaN	NaN	NaN
28	3.118348945434872271e-04	5.448799537750880674e-09	NaN	NaN	NaN	NaN
29	2.598810214817068765e-04	NaN	NaN	NaN	NaN	NaN
30	2.168010578990474000e-04	NaN	NaN	NaN	NaN	NaN
31	1.808536464048852098e-04	NaN	NaN	NaN	NaN	NaN
32	1.509910850110541907e-04	NaN	NaN	NaN	NaN	NaN
